cep,udh
59090-390,1240810200013
59161-175,1240325100011
59604-155,
59051-005,
59612-620,
59298-099,1241200500001
59157-240,1240325100025
59155-395,1240325100015
59071-240,1240810200041
59614-610,
59066-850,1240810200022
59030-280,1240810200035
59075-480,
59157-193,1240325100005
50086-005,
59114-270,1240810200055
59065-600,1240810200022
21210-090,
59145-650,1240325100025
59076-540,1240810200015
59068-050,1240810200019
59149-373,1240325100014
59142-225,1240810200017
59051-060,
59125-280,1240810200059
59600-570,
59122-526,1240810200058
59122-530,1240810200058
59296-385,1241200500008
59633-850,
59110-050,1240810200053
59104-226,1240810200056
59127-020,1240810200053
59628-376,
59617-335,
59065-350,1240810200021
59122-485,1240810200058
59014-226,1240810200002
59067-370,1240810200019
59104-182,1240810200053
59114-155,1240810200005
59108-460,1240810200053
59110-280,1240810200053
59090-271,1240810200013
59122-468,1240810200058
59110-241,
59122-646,1240810200058
59065-130,1240810200021
59084-250,1240810200016
59010-530,1240810200033
59012-230,1240810200001
59298-661,1241200500023
59138-190,1240810200059
59149-140,1240325100024
59631-050,
59122-600,1240810200007
59088-380,1240810200016
59625-603,
59037-970,1240810200031
59123-365,1240810200008
59114-061,1240810200056
59607-646,
59073-151,1240810200013
59611-080,
59157-248,1240325100005
59131-530,1240810200059
59125-119,1240810200053
59291-207,1241200500008
59060-191,1240810200046
59129-040,1240810200053
59132-510,1240810200059
59010-035,1240810200036
59112-410,1240810200053
59042-203,1240810200045
59074-011,1240810200049
59106-160,1240810200056
59600-166,
59798-000,
59135-704,1240810200041
59607-300,
59643-272,
59632-197,
59110-220,1240810200053
59139-540,1240810200004
59071-230,1240810200041
84016-528,
59123-470,1240810200008
59631-110,
59616-430,
59122-230,1240810200007
59157-188,1240325100012
59143-195,1240325100029
59030-325,1240810200032
59031-040,1240810200032
59612-300,
59628-000,
59070-110,1240810200041
59072-770,
59607-233,
59073-808,1240810200048
59156-680,1240325100005
59158-910,
59114-181,1240810200005
59073-364,1240810200042
59144-205,1240325100020
59035-560,1240810200031
59298-108,1241200500001
59124-200,1240810200053
59037-520,1240810200031
59010-425,1240810200030
59607-385,
59135-360,1240810200059
59133-260,1240810200059
59073-152,1240810200048
59073-011,1240810200031
86990-000,
59051-250,
59140-578,1240325100004
59133-385,1240810200008
59131-250,1240810200059
59122-245,1240810200008
59155-485,1240325100015
59626-212,
59156-630,
59114-735,1240810200005
59090-560,1240810200011
59072-635,1240810200048
59296-515,1241200500006
59153-043,1240325100021
59636-000,
59030-540,1240810200032
59132-430,1240810200059
59298-448,1241200500008
64020-710,
59010-020,1240810200036
59612-050,
59063-370,1240810200020
59156-217,1240325100005
50075-810,
59037-820,1240810200031
59064-255,1240810200022
42707-300,
59294-585,1241200500023
59082-460,1240810200013
59628-838,
59134-121,1240810200006
59054-810,1240810200020
59032-410,1240810200025
59114-742,1240810200005
59122-377,1240810200058
59614-450,
59133-279,1240810200042
59152-675,1240325100021
59150-680,1240325100021
99700-000,
59628-504,
59054-001,
59086-645,1240810200019
59622-170,
59633-290,
59610-150,
59600-255,
59074-423,1240810200049
59640-270,
59296-635,1241200500008
59122-263,1240810200058
59114-309,1240810200005
59296-650,1241200500006
59626-222,
59293-120,1241200500017
59139-535,1240810200004
59115-600,1240810200056
59147-085,1240325100017
59139-790,1240810200004
59033-350,
59090-647,1240810200011
12287-170,
59141-715,1240325100029
59141-635,1240325100029
59134-120,1240810200059
58578-000,
59014-380,1240810200002
59142-508,1240325100003
59010-335,1240810200030
59151-560,1240810200013
59139-365,1240810200006
59104-306,1240810200053
59122-750,1240810200007
07097-260,
59146-090,1240325100019
59010-630,
59074-725,1240810200048
59138-350,1240810200059
59156-070,1240325100018
59120-690,1240810200053
59296-695,1241200500006
59094-250,1240810200013
59014-320,1240810200002
59110-100,1240810200053
59151-436,1240325100021
59129-482,1240810200059
60713-300,
59073-279,1240810200042
59640-280,
59621-330,
59014-040,1240810200001
59010-160,1240810200030
59011-016,
59122-244,1240810200008
59094-300,1240810200013
59133-268,1240810200059
59293-024,1241200500017
59619-020,
59066-100,1240810200022
59088-170,1240810200016
58254-000,
59296-307,1241200500008
59054-196,1240810200041
59025-010,1240810200033
59293-537,1241200500017
60150-150,
59149-410,1240325100028
59030-390,1240810200032
59069-450,1240810200017
59054-580,1240810200020
59142-714,1240325100004
59136-000,1240810200004
59295-102,1241200500001
59629-060,
59135-770,1240810200059
59067-760,1240810200019
59114-268,1240810200005
59000-600,
59135-020,1240810200059
59129-756,1240810200006
59133-132,1240810200008
59785-492,
59632-138,
59621-373,
59123-280,1240810200008
59145-240,1240325100025
59067-280,1240810200019
59615-180,
59014-080,1240810200003
59633-220,
59129-520,1240810200053
04151-010,
59603-050,
59080-310,1240810200019
59040-700,
59161-565,1240325100026
59628-823,
59139-402,1240810200004
59042-110,1240810200045
59094-100,1240810200013
59625-280,
59620-400,
59072-466,1240810200049
59114-288,1240810200056
59054-270,1240810200041
59073-093,1240810200048
59296-289,1241200500008
58417-120,
59156-670,1240325100005
59115-660,1240810200005
59133-376,1240810200008
48280-000,
59295-396,1241200500010
59609-009,
59293-117,1241200500017
59150-110,1240325100021
59605-575,
59065-015,
07240-320,
59149-243,1240325100024
59140-250,1240325100019
59609-008,
59074-843,1240810200048
59621-517,
59025-733,1240810200023
59104-225,1240810200056
59633-830,
59020-050,1240810200001
59086-105,1240810200016
59132-680,1240810200059
59297-478,1241200500001
59135-110,1240810200059
59604-448,
58296-000,
59670-210,
59112-460,1240810200053
59062-240,1240810200041
59296-153,1241200500008
59124-460,1240810200053
59605-270,
59151-240,1240325100021
59035-152,1240810200046
59628-600,
59078-360,1240810200013
59106-000,1240810200056
59151-426,
59122-043,1240810200057
59291-210,1241200500001
59139-583,1240810200004
59086-350,1240810200019
59142-770,1240325100003
59142-775,1240325100003
59114-745,1240810200005
59073-207,1240810200048
59062-785,1240810200041
54090-020,
59073-148,1240810200042
59120-638,1240810200053
59135-060,1240810200059
59156-813,1240325100005
59025-190,1240810200033
59149-283,1240325100014
59122-745,1240810200058
59156-223,1240325100005
59136-221,1240810200004
59291-637,1241200500001
59114-062,1240810200005
59621-500,
59148-738,1240325100012
59625-100,
59050-050,1240810200045
58665-000,
59115-658,1240810200005
59123-317,1240810200008
59139-425,1240810200004
59010-430,1240810200030
59550-970,
59600-465,
59122-454,1240810200058
59139-456,1240810200004
59612-627,
59612-058,
59122-280,1240810200058
59526-000,
59136-250,1240810200004
59133-000,1240810200059
59621-425,
59131-340,1240810200059
59069-390,1240810200017
59073-153,1240810200042
59074-848,1240810200054
59101-020,1240810200054
59124-840,1240810200053
59140-310,1240325100004
59154-245,1240325100013
59149-150,1240325100024
59291-673,1241200500001
85935-000,
46360-000,
59600-740,
59152-105,1240325100008
59094-350,1240810200013
59619-148,
59151-285,1240325100021
59138-590,1240810200059
59156-201,1240325100005
59078-000,1240810200013
99150-000,
59062-560,1240810200020
59010-190,1240810200027
59090-580,1240810200013
59030-460,1240810200032
59040-012,1240810200031
59140-080,1240325100007
59074-154,1240810200049
59147-455,1240325100017
59067-406,
59086-130,1240810200016
59141-130,1240325100031
59620-355,
59073-227,1240810200048
59631-230,
59110-320,1240810200053
59626-420,
59070-620,1240810200041
59067-640,1240810200019
59078-080,1240810200013
59010-202,
59122-270,1240810200058
59073-273,1240810200042
59152-725,1240325100021
59060-065,1240810200046
59084-240,1240810200016
59600-145,
59628-640,
59293-750,1241200500016
59135-709,1240810200004
59110-030,1240810200053
59110-690,1240810200053
59086-330,1240810200019
59291-165,1241200500001
59088-260,1240810200016
59020-370,1240810200032
59045-450,
59114-097,1240810200056
59628-570,
59120-548,1240810200053
59146-664,1240325100001
59141-475,1240325100029
59082-360,1240810200013
59135-790,1240810200059
59298-232,
59136-280,1240810200004
04024-020,
59149-130,1240325100024
59090-585,1240810200013
59132-696,1240810200004
59010-500,1240810200033
59122-254,1240810200008
59010-095,1240810200030
59616-552,
59073-137,1240810200048
59298-051,1241200500001
59150-090,1240325100021
59122-495,1240810200058
59072-826,1240810200041
59125-210,1240810200053
59104-020,1240810200056
59074-740,1240810200048
59635-000,
59124-009,1240810200053
59114-222,1240810200005
59146-621,
59290-126,
59080-481,1240810200019
59074-452,1240810200049
59626-110,
59640-258,
59158-250,1240325100028
59072-080,1240810200049
59065-590,1240810200021
59156-220,1240325100005
59138-440,1240810200059
59161-575,1240325100011
59290-001,1241200500001
59065-220,1240810200021
59632-090,
59122-460,1240810200058
59115-614,1240810200005
59040-185,1240810200035
59182-820,
59293-354,1241200500017
59131-670,1240810200059
59296-850,1241200500021
59064-055,1240810200022
59139-040,1240810200059
59618-290,
59633-725,
59035-280,1240810200030
59052-020,1240810200046
59604-433,
59120-125,
59630-607,
59155-315,1240325100015
59114-147,1240810200056
59153-730,
59293-690,1241200500016
59633-380,
59614-770,
59074-413,1240810200049
59014-223,1240810200003
59125-290,1240810200059
59295-862,1241200500008
59635-070,
59010-280,1240810200030
59148-310,1240325100012
59155-185,1240325100015
59153-030,1240325100021
59120-580,1240810200053
59146-595,1240325100023
59074-322,1240810200049
59125-425,1240810200008
59110-680,1240810200053
59086-060,1240810200016
59135-680,1240810200059
59145-130,1240325100025
59084-050,1240810200016
59056-005,1240810200020
59132-240,1240810200059
59293-516,1241200500017
59074-327,1240810200050
59072-750,1240810200049
59054-785,1240810200020
59138-140,1240810200059
59131-300,1240810200059
59142-760,1240710400010
59631-370,
59054-115,1240810200051
59114-133,1240810200005
59120-100,1240810200053
59129-420,1240810200053
59069-120,1240810200017
59633-390,
59628-708,
59149-206,1240325100024
59088-390,1240810200016
59607-163,
59144-112,1240325100020
59600-050,
59617-270,
59140-010,1240325100019
59612-626,
59132-090,1240810200059
59115-443,1240810200056
59072-330,1240810200049
59073-174,1240810200048
59074-752,1240810200048
59298-054,1241200500001
59293-507,1241200500017
59616-685,
59114-267,1240810200005
59115-593,1240810200005
59147-485,1240325100017
59180-120,
59138-310,1240810200059
59040-478,1240810200045
59612-260,
59298-637,1241200500023
59022-485,1240810200001
59020-360,1240810200032
59060-540,1240810200041
50150-000,
59025-762,
59129-300,1240810200053
59123-020,1240810200008
07135-313,
59150-782,
59633-010,
59074-827,1240810200048
59619-250,
59069-160,1240810200017
59069-740,1240810200017
59144-560,1240325100020
59084-410,1240810200016
59071-380,1240810200041
59090-700,1240810200013
59127-150,1240810200053
59090-080,1240810200013
59610-020,
59122-232,1241200500008
59634-088,
59625-016,
59108-100,1240810200053
59065-040,1240810200021
59141-155,1240325100031
59141-385,1240325100025
59614-410,
59053-040,1240810200041
59294-408,1241200500017
58060-370,
59031-200,1240810200031
59138-490,1240810200059
59621-380,
59633-690,
59115-591,1240810200005
59070-035,
50280-100,
59086-470,1240810200016
59158-780,1240325100022
59774-301,
59310-020,
59073-149,1240810200042
59293-081,1241200500017
59141-760,1240325100029
59605-430,
59120-610,1240810200053
59614-270,
59050-350,1240810200041
59614-440,
59000-073,
59143-245,1240325100032
59071-280,1240810200041
59138-230,1240810200059
59152-180,1240325100008
59293-105,1241200500016
59122-035,1240810200053
59065-140,1240810200021
59293-339,1241200500016
59293-192,1241200500001
59030-580,1240810200032
59150-590,1240325100021
59127-410,1240810200053
59136-240,1240810200004
59600-150,
59670-001,
59088-335,1240810200016
59631-460,
59151-010,1240325100021
59625-640,
59612-095,
59151-490,1240325100021
59612-055,
59132-140,1240810200008
59133-330,1240810200059
59108-020,1240810200053
59150-655,1240325100021
59012-020,1240810200033
51030-020,
59157-400,1240325100005
59133-460,1240810200059
59151-200,1240325100021
22753-040,
59010-760,1240810200030
59611-440,
59138-100,1240810200059
59142-155,1240325100029
59630-650,
59136-330,1240810200004
59086-270,1240810200019
59042-640,1240810200045
59086-365,1240810200019
55590-000,
59156-488,1240325100005
59155-710,1240325100022
59086-657,1240325100021
59291-612,
59091-075,1240810200013
59604-428,
59035-028,1240810200045
59067-680,1240810200019
59075-420,1240810200020
59067-340,1240810200019
62670-000,
59298-186,1241200500010
59122-610,1240810200058
59092-090,1240810200013
59114-490,1240810200055
59129-590,1240810200053
59074-622,1240810200048
91225-085,
59032-040,1240810200031
59625-220,
59064-230,1240810200022
59040-116,1240810200001
59611-290,
59640-260,
59025-480,1240810200035
59073-088,1240810200048
59136-170,1240810200004
59114-524,1240810200005
59042-125,1240810200045
59114-191,1240810200005
59050-180,1240810200046
59621-450,
59621-516,
59607-235,
59612-800,
59076-250,1240810200020
59076-725,1240810200013
59063-330,1240810200020
59054-170,1240810200041
59052-830,1240810200049
59628-320,
59295-895,1241200500008
59025-745,1240810200023
59050-220,1240810200046
59632-215,
59112-600,1240810200053
59604-431,
59075-254,1240810200010
59628-777,
59621-110,
59612-085,
59150-258,1240325100021
59643-278,
59127-470,1240810200053
59132-630,1240810200059
59159-250,
59135-190,1240810200059
59072-886,1240810200041
59155-960,
59297-158,
59615-200,
59129-171,1240810200053
59094-390,1240810200013
59129-500,1240810200059
59064-530,1240810200022
59112-400,1240810200053
59022-400,
59112-200,1240810200053
59293-183,1241200500016
59145-220,1240325100025
59615-550,
59072-605,1240810200048
59012-070,1240810200033
58680-000,
59612-070,
59129-350,1240810200053
59616-054,
59142-712,1240325100003
59138-300,1240810200059
59640-460,
59127-520,1240810200053
59148-333,1240325100012
58406-820,
59094-520,1240810200013
59139-345,1240810200059
59632-134,
59108-710,1240810200054
59112-310,1240810200053
59293-405,1241200500016
59144-140,1240325100020
59293-069,1241200500017
59078-140,1240810200013
52015-400,
59614-350,
59158-248,1240325100028
59293-300,1241200500016
59073-106,1240810200042
59614-550,
59621-501,
59112-050,1240810200053
69830-000,
59600-770,
59064-320,1240810200022
59035-145,1240810200045
59031-320,1240810200031
59622-015,
59010-350,1240810200030
59150-350,1240325100021
59602-626,
59615-770,
59675-970,
59191-170,
59141-290,1240325100029
59158-194,1240325100010
59607-730,
59032-540,1240810200031
59151-660,1240325100008
59141-225,1240325100031
50000-000,
59612-200,
59333-000,
59156-335,1240325100005
59296-406,1241200500022
59134-102,1240810200059
59296-620,1241200500001
59290-734,1241200500001
59073-455,1240810200042
59012-050,1240810200033
59076-790,1240810200013
78600-000,
58860-000,
59114-004,1240810200056
59628-604,
59056-160,1240810200020
59012-190,1240810200030
59155-385,1240325100015
59069-520,1240810200017
59140-680,1240325100009
59142-656,1240710400010
59612-790,
59066-280,1240810200019
59090-140,1240810200013
59088-530,
59032-620,1240810200031
59141-210,1240325100031
59056-125,1240810200020
59611-030,
59090-505,1240810200013
59147-495,1240325100017
59149-534,
59080-390,1240810200019
59295-883,1241200500001
59133-290,1240810200059
59077-040,1240810200013
59141-035,1240325100031
59612-130,
59022-650,1240810200001
59074-455,1240810200049
59073-104,1240810200042
59127-250,1240810200053
59088-109,1240810200016
59131-660,1240810200059
59114-260,1240810200055
59112-130,1240810200053
59149-170,1240325100005
59155-320,1240325100015
59144-285,1240325100020
24465-585,
59108-040,1240810200053
59055-058,
59386-000,
59074-365,1240810200049
59012-200,1240810200033
89887-000,
59156-243,1240325100005
59106-131,1240810200056
59156-215,1240325100005
59142-716,1240325100003
59020-335,1240810200001
59608-010,
59104-200,1240810200053
59152-240,1240325100008
59631-105,
59063-040,1240810200022
59120-636,1240810200053
59066-210,1240810200022
59144-690,1240325100020
59129-589,1240810200006
59074-332,1240810200049
59626-440,
59129-775,1240810200006
59291-231,1241200500001
59073-101,1240810200048
59156-205,1240325100005
59607-084,
59626-300,
79640-170,
59042-220,1240810200045
59073-168,1240810200042
59156-763,1240325100005
38360-000,
59000-570,
59073-315,1240810200048
59150-495,1240325100021
59114-206,1240810200005
59142-725,1240325100003
59150-994,1240325100033
59018-500,
59155-135,1240325100015
59060-600,
59131-740,1240810200059
59086-370,1240810200019
59612-580,
59068-580,1240810200017
59037-465,1240810200031
59607-415,
59615-800,
59296-380,
59604-370,
59014-405,1240810200002
23898-105,
59160-490,
59149-550,1240325100033
59032-405,1240810200025
59132-450,1240810200059
59106-026,1240810200056
13420-450,
59621-544,
59062-470,1240810200022
59115-569,1240810200056
59157-370,1240325100005
59144-104,1240325100020
59155-770,1240325100018
59153-050,1240325100021
59099-500,
59035-190,1240810200045
59050-370,1240810200046
59092-475,1240810200013
59059-475,
59071-310,1240810200041
59066-070,1240810200022
59147-525,1240325100017
59159-000,
59035-490,1240810200045
59115-580,1240810200056
59084-100,
59112-091,1240810200053
59148-770,1240325100012
59150-683,1240325100021
59630-835,
59073-308,1240810200042
59132-380,1240810200059
59032-465,1240810200031
59607-050,
59037-650,1240810200031
59157-390,1240325100019
59072-380,1240810200049
59114-068,1240810200056
59297-102,1241200500001
59160-700,1240325100011
59063-020,1240810200022
59294-420,1241200500017
59114-243,1240810200005
59628-608,
59054-135,1240810200041
59114-842,1240810200005
59295-793,1241200500008
59291-583,1241200500001
59013-304,
59115-552,1240810200005
59634-039,
59074-147,1240810200049
59604-060,
59123-190,1240810200008
58893-000,
59139-385,1240810200004
59114-048,1240810200005
59076-090,1240810200020
59141-585,1240325100029
59155-190,1240325100015
59114-116,1240810200005
59042-700,
59073-180,1240810200048
59142-672,1240325100003
59154-315,1240325100022
59123-385,1241200500008
59141-065,1240325100031
59122-085,1240810200007
59122-522,1240810200058
59090-565,1240810200013
59296-596,1241200500001
59133-560,1240810200058
59136-210,1240810200004
68181-110,
59132-580,1240810200059
59150-788,1240325100021
59144-770,1240325100020
59114-117,1240810200005
59102-010,
59155-325,1240325100015
59108-080,1240810200053
59596-337,
59148-696,1240325100012
59115-616,1240810200005
59114-205,1240810200056
59157-175,1240325100005
59120-680,1240810200053
59122-521,1240810200058
59160-770,1240325100027
59108-290,1240810200053
59611-460,
59115-572,1240810200056
59290-713,1241200500001
59025-050,1240810200033
59157-403,1240325100035
59297-510,1241200500001
59151-908,1240325100008
59612-210,
59140-690,1240325100029
59640-254,
59296-418,1241200500008
59607-216,
59074-572,1240810200048
59060-225,1240810200046
59060-971,
59092-240,1240810200013
59625-110,
59115-382,1240810200005
59073-178,1240810200052
59115-537,1240810200005
59068-180,1240810200019
59124-080,1240810200053
59123-398,1240810200008
59603-248,
59123-415,1240810200008
59114-126,1240810200005
59120-250,1240810200053
59090-577,1240810200013
59131-290,1240810200059
59065-550,1240810200021
59124-240,1240810200053
05909-315,
59120-430,1240810200053
59025-070,1240810200033
59512-140,
59155-593,1240325100018
59625-522,
59092-130,1240810200013
59123-035,1240810200001
59114-239,1240810200005
59115-530,1240810200056
59042-100,1240810200046
59291-718,1241200500001
59114-166,1240810200005
59127-321,1240810200053
59065-630,1240810200021
59297-675,1241200500001
59296-003,1241200500008
59608-022,
59605-210,
59604-209,
59025-395,1240810200035
59160-670,1240325100027
59293-651,1241200500016
59640-266,
59010-123,1240810200027
59114-201,1240810200056
59133-112,1240810200059
59114-146,1240810200056
59129-140,1240810200053
59295-832,1241200500008
59155-530,1240325100018
59149-592,1240325100033
59073-237,1240810200042
69900-970,
41290-200,
59152-903,1240325100021
59106-125,1240810200056
59076-300,1240810200020
59014-460,1240810200003
59621-645,
59115-350,1240810200055
59025-740,1240810200023
59133-324,1240810200059
59158-220,1240325100010
29965-000,
54080-060,
59073-291,1240810200042
59125-270,1240810200059
59040-084,1240810200023
59144-040,1240325100020
59150-155,1240325100021
59123-435,1240810200008
59619-730,
59114-302,1240810200056
59060-290,1240810200046
58025-510,
59080-510,1240810200019
59139-538,1240810200004
59138-603,1240810200004
59127-012,1240810200053
59144-273,1240325100020
59150-210,1240325100021
59147-620,1240325100033
59032-510,1240810200031
59628-090,
59073-162,1240810200042
59056-970,
59296-820,1241200500012
59139-485,1240810200004
59115-672,1240810200005
59035-515,1240810200045
59131-400,1240810200059
59131-330,1240810200059
59123-427,1240810200008
59090-576,1240810200013
59293-486,1241200500017
59073-127,1240810200042
59148-713,1240325100012
59030-355,1240810200035
59133-180,1240810200059
18081-972,
59086-260,1240810200019
59297-474,1241200500001
59075-052,1240810200020
59633-780,
59073-147,1240810200048
59621-483,
59451-000,
59142-825,1240710400010
59297-786,1241200500001
59133-270,1240810200059
59149-003,1240325100012
59155-145,1240325100015
59054-450,1240810200020
59115-543,1240810200005
59293-153,1241200500017
59140-085,1240325100007
59025-020,1240810200033
59141-480,1240325100029
59115-608,1240810200005
59298-182,1241200500010
59631-150,
50200-000,
59129-190,1240810200053
55720-000,
59010-770,1240810200030
59293-171,1241200500016
59604-300,
59010-672,
61940-110,
59075-735,1240810200020
59139-840,1240810200004
59149-246,1240325100012
59615-498,
59145-190,
59157-336,1240325100005
59115-250,1240810200055
59133-153,
59120-593,1240810200053
59114-122,1240810200056
59066-340,1240810200019
59088-540,
59073-086,1240810200042
59293-000,1241200500001
59145-270,1240325100025
59060-071,1240810200046
59091-000,1240810200011
59615-230,
59604-474,
59132-540,1240810200059
59122-674,1240810200058
59626-242,
59066-260,1240810200022
59012-320,1240810200001
59154-330,1240325100022
59074-842,1240810200048
59106-315,1241200500021
59152-698,1240325100021
59135-660,1240810200059
59114-661,1240810200005
59133-440,1240810200004
59135-130,1240810200059
59145-033,
59628-080,
59030-220,1240810200032
59296-545,1241200500022
59031-177,1240810200025
59092-433,
59106-100,1240810200056
59025-030,1240810200033
59084-040,1240810200056
59154-250,1240325100013
59074-760,1240810200048
56613-660,
69073-285,
59127-016,1240810200053
59145-110,1240325100020
59014-209,
59114-203,1240810200005
59133-381,1240810200008
59298-601,1241200500001
59605-065,
59139-510,1240810200004
58148-410,
59145-835,1240325100025
59143-110,1240325100032
59140-376,1240325100004
59076-160,1240810200020
59022-130,1240810200032
59090-175,1240810200013
59150-365,1240325100021
02374-013,
59080-047,
59037-020,1240810200045
59295-127,
59054-190,1240810200041
59124-140,1240810200053
59074-680,1240810200048
59296-171,1241200500008
59144-110,1240325100020
59104-095,1240810200053
59135-570,1240810200059
59075-053,1240810200020
59133-377,1240810200008
59296-518,1241200500006
59633-080,
59030-430,1240810200032
59150-672,1240325100021
59031-310,1240810200031
59621-050,
59138-410,1240810200059
59131-440,1240810200041
59122-025,1240810200057
59632-214,
59646-350,
59133-160,1240810200059
59114-005,1240810200005
59112-092,1240810200053
59073-145,1240810200042
59141-405,1240325100029
59155-725,1240325100035
59626-600,
59297-396,1241200500001
59132-120,1240810200059
59073-135,1240810200042
59155-610,1240325100018
59035-570,1240810200031
59628-410,
59155-246,1240325100015
59108-340,1240810200053
58280-000,
59072-840,1240810200041
59115-645,1240810200005
59064-015,1240810200022
59031-820,1240810200032
59063-300,1240810200041
59123-307,1240810200008
59062-035,1240810200041
59090-570,1240810200013
59615-820,
59616-674,
59615-580,
59072-879,1240810200048
59141-790,1240325100029
59122-484,1240810200058
59293-426,
59295-606,
59032-360,1240810200025
59613-630,
59120-643,1240810200053
59131-040,1240810200059
59133-140,1240810200059
59142-646,1240710400010
59104-335,1240810200056
59297-540,1241200500001
59020-640,1240810200032
59293-666,1241200500016
59073-125,1240810200048
59152-723,1240325100021
59120-330,1240810200053
59035-285,1240810200030
59157-275,1240325100005
59625-735,
59015-250,1240810200001
59604-347,
59063-205,1240810200020
59040-551,1240810200045
59127-640,1240810200053
59148-460,1240325100012
59068-250,1240810200017
59143-300,1240325100020
59129-461,
59293-705,1241200500016
59139-605,1240810200004
59152-090,1240325100008
59076-190,1240810200020
59129-725,1240810200006
59104-050,1240810200056
59123-026,1240810200008
59063-160,1240810200020
59072-822,1240810200049
59123-010,1240810200008
59144-570,1240325100020
59084-380,1240810200016
59603-140,
59030-510,1240810200032
59152-490,1240325100021
58182-000,
59032-080,1240810200031
59115-671,1240810200055
59293-657,1241200500016
59616-612,
59073-262,1240810200042
59151-977,
59054-220,1240810200020
59631-111,
59291-553,
59074-364,1240810200041
59142-732,1240325100003
59612-450,
71571-300,
59129-150,1240810200053
59612-570,
59640-490,
59088-360,1240810200016
59120-602,1240810200053
59146-080,1240325100019
59133-400,1240810200058
59076-100,1240810200020
59802-050,
59607-242,
59108-200,1240810200053
59149-403,1240325100028
59090-525,1240810200011
59570-500,
59152-750,1240325100021
59151-300,
59628-574,
59607-582,
59611-450,
59622-745,
59157-290,1240820100001
59375-004,
59144-806,
59144-270,1240325100020
59139-080,1240810200059
59296-310,1241200500008
59114-269,1240810200058
59146-245,1240325100019
59291-586,1241200500015
59155-216,1240325100015
59127-440,1240810200053
59114-303,1240810200005
59135-030,1240810200059
59060-541,1240810200041
59142-300,1240325100030
59125-332,1240810200059
59122-365,1240810200058
59074-132,1240810200020
59050-140,1240810200046
59141-110,1240325100025
59631-539,
59149-195,1240325100024
59122-272,1240810200058
22220-000,
59141-010,1240325100019
59122-305,1240810200058
59014-690,1240810200030
59631-515,
59114-668,1240810200056
59559-000,
59104-331,1240810200056
59293-138,1241200500010
59617-300,
59293-570,1241200500016
59114-733,1240810200005
59124-406,1240810200053
59037-500,1240810200035
69678-000,
59114-009,1240810200056
59125-000,1240810200053
54905-000,
59290-391,
59132-780,1240810200059
59076-220,1240810200020
59065-110,1240810200021
59032-330,1240810200031
59611-400,
59110-450,1240810200053
59630-230,
59609-420,
59030-265,1240810200032
59054-175,1240810200041
59615-438,
59104-252,1240810200056
59293-360,1241200500016
59035-195,1240810200045
59241-625,
59626-280,
59150-670,1240325100021
59618-705,
59082-780,
59110-510,1240810200053
59614-380,
59054-095,1240810200051
59125-370,1240810200058
59150-135,1240325100021
59293-201,1241200500017
59291-577,1241200500001
59070-390,1240810200041
59122-222,
59106-014,1240810200056
59155-573,1240325100018
59112-100,1240810200053
59125-060,1240810200053
59014-630,1240810200001
59092-515,1240810200013
59295-811,1241200500008
59146-670,1240325100001
59628-394,
59125-341,1240810200059
59142-085,1240325100030
59135-690,1240810200059
59074-392,1240810200049
59293-114,1241200500017
59114-217,1240810200005
59106-028,1240810200032
59052-035,1240810200046
59142-180,1240325100030
59152-720,1240325100021
59110-350,1240810200053
59031-120,1240810200031
59255-133,
59074-847,1240810200048
59151-640,1240325100008
59151-000,1240325100021
59060-738,1240810200046
59114-255,1240810200056
59084-010,1240810200013
59615-190,
59621-334,
59114-148,1240810200056
59076-630,1240810200015
59619-310,
58104-140,
59112-270,1240810200053
59154-260,1240325100013
59297-807,1241200500001
59618-045,
59078-480,1240810200013
59122-488,1240810200058
59104-313,1240810200053
59297-482,1241200500001
59295-321,1241200500001
59054-200,1240810200041
59067-450,1240810200019
59089-090,
59156-230,1240325100005
59138-630,1240810200059
59090-572,1240810200013
70658-611,
59144-590,1240325100020
59607-081,
59145-100,1240325100025
59298-697,1241200500010
59040-115,1240810200023
59620-370,
59060-715,1240810200049
59074-102,1240810200049
59014-450,1240810200003
59114-810,1240810200055
59122-185,1240810200058
59125-333,1241200500008
59114-213,1240810200005
59086-150,1240810200016
59142-738,1240325100003
59152-290,1240325100008
59607-475,
59555-970,
59291-598,1241200500015
59621-512,
59078-470,1240810200013
59150-783,1240325100021
59060-210,1240810200046
48925-000,
59072-464,1240810200049
59142-340,1240325100030
59060-689,1240810200049
59616-086,
59144-108,1240325100020
59065-610,1240810200021
59122-529,1240810200058
59158-182,1240325100022
59628-315,
59600-550,
59115-060,1240810200055
59161-635,1240325100026
59104-213,1240810200056
59132-692,1240810200004
59090-536,1240810200011
59152-480,1240325100021
59068-480,1240810200019
59147-530,1240325100017
59614-290,
59120-455,1240810200053
59072-791,
59618-100,
59620-315,
59625-410,
09131-210,
59122-276,1240810200058
59631-464,
59631-020,
59132-100,1240810200059
59150-790,1240325100021
59142-507,1240325100003
59120-380,1240810200053
59073-074,1240810200058
59607-087,
59151-470,1240810200013
59298-718,1241200500001
59114-614,1240810200005
59115-566,1240810200056
59139-412,1240810200004
59150-130,1240325100021
59625-400,
59127-590,1240810200053
59071-120,1240810200041
50290-000,
59626-710,
69675-000,
59612-230,
59148-734,1240325100012
59628-455,
59152-830,1240325100034
59625-616,
59022-305,1240810200032
59035-530,1240810200045
