cep,longitude,latitude
59031-380,-35.21447402266626,-5.788481648798293
59069-380,-35.24554092891193,-5.85035498418869
59066-070,-35.21895654809926,-5.847526111907277
59138-625,-35.258824897584894,-5.727359950881152
59110-270,-35.25294186351532,-5.756458269323195
59123-292,-35.236819999999966,-5.736699999999927
59010-380,-35.197309900632746,-5.775474966864794
59010-385,-35.195739886348946,-5.773619946918273
59133-155,-35.22571943731728,-5.744886257029116
59133-175,-35.22572414724088,-5.743736732314121
59066-855,-35.22294585826413,-5.840796118986095
59082-015,-35.203362332547705,-5.85342211725226
59022-370,-35.20838989653085,-5.809839952648545
59067-605,-35.22309992705617,-5.866329956737503
59062-570,-35.21595438247385,-5.820070400586394
59075-220,-35.20478421896392,-5.824594503622503
59074-029,-35.250924911932515,-5.824884965934273
59090-188,-35.17399090421076,-5.883383999386381
59132-180,-35.238276704140056,-5.73206786959455
59074-027,-35.25073489418753,-5.8251099781250195
59086-370,-35.21242294154347,-5.86472068038723
59070-750,-35.23160027991828,-5.832906326127128
59131-100,-35.245404883867785,-5.7308799730291975
59125-495,-35.24170783958478,-5.735833351465483
59125-320,-35.24050774473072,-5.731389563527122
59134-060,-35.23647118990758,-5.719434157915733
59125-490,-35.24050774473072,-5.731389563527122
59122-071,-35.20591112840817,-5.748340682335972
59122-076,-35.207469540512825,-5.746288810127457
59122-070,-35.20797529950449,-5.74584767540208
59066-220,-35.213692043210976,-5.8564477910836645
59054-831,-35.209719999999955,-5.825359999999932
59073-263,-35.2548449185001,-5.8593649723843475
59012-510,-35.205204940962226,-5.778379945912576
59139-578,-35.26717989485114,-5.719694951884308
59060-177,-35.247169999999976,-5.813899999999932
59070-090,-35.23459499708873,-5.828600188338141
59070-091,-35.233727015822275,-5.8289030026961255
59090-090,-35.18116505034074,-5.867966117985816
59062-330,-35.23213999999996,-5.816599999999938
59073-138,-35.26003965730092,-5.858538840475547
59073-328,-35.269034935752416,-5.853449968087232
59120-605,-35.270469917576044,-5.752809965402262
59062-370,-35.2233577234865,-5.816602801384895
59035-270,-35.21987394303208,-5.802824476241617
59090-516,-35.17456626578785,-5.886908542387339
59090-650,-35.17369992340622,-5.884759959711112
59022-010,-35.205220227618845,-5.793975571904391
59133-142,-35.23379797895493,-5.742397024526429
59134-140,-35.2374442446217,-5.724061036339528
59054-580,-35.216503697313684,-5.810093545406348
59090-519,-35.17345990760879,-5.886069946403644
59104-246,-35.25620991143221,-5.771059967005186
59090-220,-35.16566625399932,-5.885075001489266
59129-793,-35.264404898166845,-5.740984964995171
59122-452,-35.228164943507025,-5.748964955913353
59050-040,-35.23692453849094,-5.802465724181171
59052-090,-35.231249902970745,-5.807384956072724
59062-470,-35.218775502096186,-5.817744002125961
59076-430,-35.20435314110284,-5.831352440911705
59014-318,-35.18638105404414,-5.795648547221828
59106-290,-35.25444840518737,-5.8358058586987696
59090-658,-35.173159919294136,-5.884019963389273
59115-535,-35.27877033206369,-5.748292524736787
59064-810,-35.22363464563709,-5.8303093130243155
59082-220,-35.19092988930221,-5.867759951328742
59022-380,-35.208629912328256,-5.810504951891731
59072-521,-35.24681060933758,-5.763840209858412
59114-104,-35.27213672215912,-5.756358791036936
59110-680,-35.2485249215963,-5.761194948927129
59074-629,-35.25504583121845,-5.836123194644389
59066-010,-35.223277371969296,-5.848986259975507
59107-015,-35.268299926662955,-5.755454937813552
59133-165,-35.22553979062215,-5.744162715934715
59104-254,-35.25722990522964,-5.7707349587095615
59139-550,-35.27087871661026,-5.720902817170409
59080-055,-35.20709632725554,-5.853961394227625
59060-140,-35.24520024518347,-5.813899787574982
59123-470,-35.24352813313796,-5.741031938148294
59090-267,-35.1692587538063,-5.88768852174144
59090-517,-35.17569333515212,-5.886011520933005
59031-310,-35.21632245285861,-5.7981693120685005
59139-510,-35.271170364429814,-5.728700766451625
59114-262,-35.276596122558324,-5.741338856897353
59115-594,-35.2681599069704,-5.745554967199247
59075-140,-35.207549344068646,-5.825993434411834
59108-420,-35.26139990205942,-5.758134967534865
59066-322,-35.24263999999994,-5.852799999999945
59090-630,-35.16561490724125,-5.88762495708076
59122-031,-35.20356317780404,-5.751177368413773
59122-098,-35.22724999999997,-5.7474299999999525
59122-030,-35.22724999999997,-5.7474299999999525
59114-744,-35.27235492378118,-5.741569958972549
59129-698,-35.26527992694885,-5.7420149542121255
59114-231,-35.26574994216941,-5.7453899484804785
59114-286,-35.26378210202989,-5.749113627449392
59114-230,-35.268240697906805,-5.7459606273573
59066-317,-35.24263999999994,-5.852799999999945
59020-215,-35.20283990316226,-5.793794978313983
59123-422,-38.65157675772536,-3.848228687710375
59062-060,-35.23479766840565,-5.8133621963811635
59020-220,-35.20283990316226,-5.793794978313983
59082-210,-35.191292359152825,-5.867106581953063
59115-710,-35.27699489392199,-5.747289958292285
59090-660,-35.17239037807323,-5.884310400113868
59114-163,-35.273554365391774,-5.737986736235894
59133-302,-35.237064890208224,-5.740834949883088
59012-146,-35.19869958962239,-5.777634222574768
59015-410,-35.19752599412165,-5.813638643489275
59060-233,-35.247169999999976,-5.813899999999932
59114-146,-35.264404898166845,-5.740984964995171
59067-635,-35.224224946100385,-5.865664957494317
59133-620,-35.22744162855361,-5.746967580407767
59040-016,-35.232399999999984,-5.802709999999934
59014-322,-35.18691877492597,-5.79534086279821
59062-480,-35.21644307068998,-5.818325714597013
59122-085,-35.211014940967324,-5.743879948623422
59078-510,-35.20076817389336,-5.8507224970652985
59090-215,-35.16518523432381,-5.885804368178087
59066-454,-35.22100491226696,-5.858194942520084
59122-540,-35.23121993766689,-5.752289973084017
59125-270,-35.24034773036828,-5.73003097732245
59066-160,-35.21161185369061,-5.84981902647568
59073-128,-35.25081519565825,-5.856760414626787
59060-172,-35.247169999999976,-5.813899999999932
59115-555,-35.277797662783826,-5.7503425698830615
59115-598,-35.27889251984212,-5.751062026692607
59010-663,-35.20111158767184,-5.771926661520585
59133-640,-35.227964187357095,-5.74702248760042
59074-390,-35.253284944581324,-5.829256251593971
59074-566,-35.26422467253776,-5.835757557462668
59074-395,-35.253284944581324,-5.829256251593971
59035-380,-35.23047913992065,-5.7995187328882825
59082-240,-35.189516315474904,-5.868440457862334
59014-670,-35.2532452159247,-5.826965180090902
59025-140,-35.205904554218804,-5.790376626029674
59090-617,-35.16583883220292,-5.889690793902756
59090-685,-35.168694921382084,-5.88680996368025
59010-440,-35.19657790286726,-5.7708231646720565
59065-210,-35.215786529533645,-5.839012592734318
59122-526,-35.23099533376735,-5.746885828169353
59122-527,-35.2309075844299,-5.746544621830237
59106-310,-35.24681060933758,-5.763840209858412
59092-572,-35.18181490487504,-5.892199967471981
59075-335,-35.19719532684793,-5.824226630895279
59064-725,-35.21500996201469,-5.849054633500555
59066-120,-35.21500996201469,-5.849054633500555
59091-055,-35.201203599009894,-5.872862876924327
59054-350,-35.21770491507729,-5.812719953624871
59133-125,-35.2254485156643,-5.745226821458881
59114-261,-35.28001639885447,-5.734105515136278
59052-705,-35.22715999999997,-5.804779999999938
59035-042,-35.23467990347868,-5.804579952175068
59129-825,-35.26356490574011,-5.7387499514681934
59090-225,-35.1693582931,-5.886004486166772
59090-313,-35.16945951962191,-5.889701176824089
59010-285,-35.202149946802365,-5.77153997764529
59040-260,-35.221628096530814,-5.793754503621704
59040-265,-35.221628096530814,-5.793754503621704
59010-560,-35.20103878198658,-5.768304929751808
59064-320,-35.22301348459477,-5.827736665593054
59070-640,-35.23050828908469,-5.8246833596378425
59032-020,-35.221628096530814,-5.793754503621704
59032-030,-35.221628096530814,-5.793754503621704
59071-140,-35.240864951741365,-5.825894943357397
59139-512,-35.25305492116746,-5.734674963510913
59030-650,-35.21205260057197,-5.799308639657407
59123-310,-35.25305492116746,-5.734674963510913
59114-129,-35.27486926268194,-5.734215685493938
59031-820,-35.210829083717535,-5.8053926597380325
59022-340,-35.21014842496287,-5.810328363214079
59066-262,-35.21895654809926,-5.847526111907277
59072-519,-67.81883492964266,-9.986239969723968
59115-545,-35.278067385648825,-5.749298144973364
59078-320,-35.20331040387565,-5.849329173480017
59014-260,-35.20369494110519,-5.799369949754031
59082-320,-35.190214912961345,-5.866814975564751
59075-110,-35.206109893138574,-5.825449948117814
59052-140,-35.22875372311125,-5.8058449247062685
59090-488,-35.175638744707214,-5.887703387076344
59073-357,-35.252869999999966,-5.851879999999938
59066-325,-35.2231499251086,-5.865309962940081
59115-159,-35.28590992804892,-5.760749953687544
59134-045,-35.23713990824165,-5.72473496930894
59014-560,-35.196659925950996,-5.7931399535355865
59122-550,-35.20961213837997,-5.7433548028107495
59138-618,-35.25881900079153,-5.7260908427567605
59060-194,-35.247169999999976,-5.813899999999932
59072-812,-35.233688111291926,-5.833100846309327
59072-813,-35.233688111291926,-5.833100846309327
59114-036,-35.28711999999996,-5.727389999999957
59074-025,-35.2497862508234,-5.8245644612446
59090-670,-35.167972906977674,-5.88632591605466
59014-040,-35.19402614072256,-5.784974323798263
59064-470,-35.21473754084439,-5.8346216943954365
59114-150,-35.269798028193925,-5.754258657840588
59072-720,-35.23827993089253,-5.834414959342411
59114-151,-35.27360491700172,-5.755449950581159
59025-500,-35.206925777881345,-5.786588465413747
59025-901,-35.20569056836742,-5.787294859423237
59025-902,-35.20474997125788,-5.787619988335122
59025-903,-35.20582997948202,-5.7871099914364095
59054-740,-35.21459489372308,-5.814254952508144
59138-614,-35.25953551178368,-5.727128474386661
59138-626,-35.25953551178368,-5.727128474386661
59082-310,-35.18892262327145,-5.866993275962688
59106-010,-35.26791982399078,-5.767792758269112
59106-016,-35.26656525778094,-5.766055815296526
59090-210,-35.167477859862736,-5.885370142329233
59090-620,-35.1693582931,-5.886004486166772
59090-324,-35.168992666568435,-5.8916002855510365
59090-560,-35.1726699132345,-5.890654952214407
59050-206,-35.23467990347868,-5.804579952175068
59025-480,-35.21011893078802,-5.785873627083758
59062-080,-35.23628667624307,-5.813959510572549
59090-511,-35.175638744707214,-5.887703387076344
59082-250,-35.18914492111148,-5.869149964241849
59077-070,-35.206317423964315,-5.8387706812773965
59012-550,-35.19669867283715,-5.781878308210473
59014-016,-35.188677079950445,-5.796253551784152
59014-017,-35.18873796535386,-5.7961546073991475
59014-018,-35.18866410563857,-5.796242669990063
59014-006,-35.188728977197954,-5.796297078960514
59014-008,-35.188716002886075,-5.796286197166424
59014-011,-35.1887030285742,-5.796275315372332
59014-012,-35.18876391397762,-5.79617637098733
59014-013,-35.18869005426233,-5.7962644335782425
59014-014,-35.188750939665745,-5.796165489193237
59014-000,-35.19043029381597,-5.79273164711419
59014-005,-35.18849993366212,-5.7960299708862015
59115-611,-35.280689888298824,-5.733109957414262
59025-430,-35.20998995724344,-5.784600082133308
59090-316,-35.17045994064327,-5.8887199689115945
59030-640,-35.20970861135956,-5.802412623870548
59138-611,-35.26028992853141,-5.7278849513865495
59056-770,-35.25305492116746,-5.734674963510913
59090-318,-35.170181364829446,-5.887671272448936
59122-450,-35.227734724434875,-5.748636682144952
59065-300,-35.21864290864886,-5.836344986910384
59056-502,-35.201599999999985,-5.82863999999995
59132-010,-35.24237546770685,-5.7276511437669875
59071-030,-35.24087492620613,-5.82723495821805
59114-734,-35.27603990178372,-5.764629957622214
59114-263,-35.27899494174821,-5.734084961346389
59129-805,-35.26360991656017,-5.740879939748389
59086-440,-35.209452477719154,-5.86927886205229
59139-605,-35.274809941311744,-5.728029958311481
59063-270,-35.218694901661344,-5.824549962219103
59054-290,-35.213524901873214,-5.813184960658282
59020-120,-35.20086580890869,-5.7897059222075775
59025-275,-35.20747721777789,-5.783490752830697
59086-020,-35.208892581707026,-5.862817884598931
59086-647,-35.211618953445466,-5.869216938123017
59069-540,-35.24129490146474,-5.851569949114492
59073-197,-35.24129490146474,-5.851569949114492
59125-342,-35.24264991993208,-5.730794938621478
59132-691,-35.24235990608221,-5.730164954778815
59124-352,-35.25205491820911,-5.7399849620368215
59125-100,-35.24905495124359,-5.746489968498466
59123-565,-35.245460532905454,-5.738981508023209
59124-380,-35.249055560100906,-5.755818100841356
59120-130,-35.249055560100906,-5.755818100841356
59125-328,-35.249055560100906,-5.755818100841356
59062-760,-35.209719999999955,-5.825359999999932
59062-340,-35.22549918929068,-5.8157998982874215
59012-520,-35.20580491759153,-5.7813999456266885
59025-015,-35.20438524278619,-5.782210861199879
59122-536,-35.233252200516475,-5.743531323593086
59139-600,-35.2748499229899,-5.728529959790658
59076-435,-35.20550313255165,-5.8181051079578365
59114-109,-35.26677492319922,-5.756009945532313
59091-190,-35.190839999999966,-5.887309999999957
59022-110,-35.20721277698553,-5.799879007638906
59065-450,-35.22201260526835,-5.836367714825263
59138-605,-35.25732990133453,-5.7283999564724075
59104-261,-35.242019936089406,-5.721909974572205
59106-170,-35.269269922407936,-5.769879962676143
59123-283,-35.239056138990136,-5.741632493871517
59075-240,-35.20286782319754,-5.825734144447132
59075-246,-35.203066109437565,-5.827418170423478
59056-750,-35.20286782319754,-5.825734144447132
59072-417,-35.251119999999965,-5.829109999999957
59072-040,-35.24513353518511,-5.823713487618071
59114-016,-35.269734950396106,-5.756859954333336
59112-570,-35.25811495038593,-5.75461997452873
59064-510,-35.213895961546285,-5.836542539719073
59104-370,-35.253494929174664,-5.770224961810854
59114-560,-35.27889112466863,-5.763218379524138
59068-600,-35.23627127701106,-5.853982209126923
59122-280,-35.224502833377365,-5.748514801007309
59122-350,-35.23546989785297,-5.7509149637776025
59122-632,-35.22724999999997,-5.7474299999999525
59127-330,-35.252787854290005,-5.745737508756776
59127-280,-35.25203716393204,-5.7469777532646455
59129-720,-35.25476491323428,-5.745029945739097
59139-343,-35.26145679086772,-5.745202096387327
59129-600,-35.253921559464544,-5.74436805695929
59127-290,-35.252154914314005,-5.746144948409004
59135-705,-35.25406028564481,-5.72563931048899
59134-142,-35.23764678519218,-5.723703962546702
59134-141,-35.236899934353715,-5.723601743429367
59127-310,-35.25326068236057,-5.746185468112465
59129-610,-35.253324902268744,-5.743864965971497
59139-507,-35.26145679086772,-5.745202096387327
59086-430,-35.20846799743789,-5.868752255857272
59136-002,-35.25297990313405,-5.721459971145477
59129-432,-35.253284920590595,-5.736399959184418
59129-433,-35.255494935091356,-5.738759946887733
59134-082,-35.237894196735155,-5.723360900911749
59127-300,-35.2524949262163,-5.746429954071728
59129-171,-35.25331860938076,-5.742610086145841
59129-172,-35.25321125012229,-5.742569819394082
59129-170,-35.253458274550745,-5.74222592524351
59129-630,-35.25769493321781,-5.746234949094353
59129-640,-35.254265921397796,-5.744637415390347
59135-715,-35.253194898950476,-5.726004953368572
59139-454,-35.26664491988096,-5.729344953191159
59135-714,-35.26145679086772,-5.745202096387327
59136-222,-35.252339944826595,-5.7199149558879085
59127-430,-35.25307491200652,-5.745414947506696
59131-800,-35.242235645324065,-5.727326488359375
59129-431,-35.25317605059256,-5.735976095202532
59139-443,-35.26867582125555,-5.730066441410768
59135-707,-35.25375493581117,-5.726984944533086
59129-650,-35.256614924993656,-5.744764951870202
59139-411,-35.256614924993656,-5.744764951870202
59139-413,-35.26145679086772,-5.745202096387327
59127-420,-35.253349922249726,-5.745074956559143
59134-103,-35.26145679086772,-5.745202096387327
59054-435,-35.22216991298933,-5.813194977032572
59129-080,-35.25680999686225,-5.744634732657355
59136-223,-35.2529469075198,-5.725678810205897
59139-445,-35.26876994188352,-5.730224969205551
59135-702,-35.2529469075198,-5.725678810205897
59056-173,-35.22216991298933,-5.813194977032572
59129-589,-35.26197205719527,-5.745380743938947
59134-122,-35.238379926997425,-5.720669955816432
59139-416,-35.251716788638234,-5.724383760372306
59139-291,-35.238379926997425,-5.720669955816432
59123-570,-35.244649925848776,-5.7394549533442865
59135-716,-35.253502910525725,-5.725793599937919
59129-761,-35.238379926997425,-5.720669955816432
59129-670,-35.255169884886215,-5.743169959514942
59129-762,-35.261424922040405,-5.740069954535023
59129-090,-35.25721494353246,-5.744464963555551
59136-105,-35.25364488142246,-5.7232449602909625
59129-588,-35.26145679086772,-5.745202096387327
59129-680,-35.255424904290315,-5.742859954826003
59134-081,-35.238009907881754,-5.7235249577665375
59129-620,-35.253349922249726,-5.745074956559143
59139-506,-35.26145679086772,-5.745202096387327
59139-342,-35.26145679086772,-5.745202096387327
59054-631,-35.21284593344875,-5.815153463626799
59134-104,-35.26145679086772,-5.745202096387327
59135-706,-35.26145679086772,-5.745202096387327
59136-221,-35.252372350845214,-5.720664182020407
59135-718,-35.26145679086772,-5.745202096387327
59136-246,-35.26145679086772,-5.745202096387327
59134-121,-35.23995441135658,-5.719298541742831
59135-717,-35.26145679086772,-5.745202096387327
59129-585,-35.26145679086772,-5.745202096387327
59056-172,-35.21284593344875,-5.815153463626799
59060-734,-35.24343492707398,-5.815174971155436
59115-435,-35.26218491285157,-5.746645438306304
59110-120,-35.256671643018336,-5.756441086917458
59071-160,-35.24034014012764,-5.825615567574253
59086-420,-35.209000717422875,-5.868578086519352
59135-090,-35.257119934659976,-5.732854958964907
59108-180,-35.26459953814453,-5.76323360117842
59072-570,-35.243521012152875,-5.832923935188322
59014-382,-35.18455840756987,-5.797886740707704
59074-553,-35.250284911715546,-5.833184956960935
59129-498,-35.26634493156632,-5.741824957421898
59072-441,-35.251119999999965,-5.829109999999957
59127-520,-35.2486899193603,-5.749149944516432
59065-330,-35.21869991259452,-5.839673369930956
59108-450,-35.259021724349815,-5.762736105173519
59112-300,-35.26237052079786,-5.755130577580036
59139-565,-35.271112715195706,-5.731468156147886
59123-210,-35.24004562978396,-5.746634279817197
59123-215,-35.241146392102834,-5.746095770747377
59075-040,-35.20697500869699,-5.825807783381423
59125-412,-35.242100990114324,-5.7450539750261065
59075-392,-35.201599999999985,-5.82863999999995
59086-410,-35.20954553441342,-5.868376233867751
59090-085,-35.17752228550946,-5.875241651950833
59075-230,-35.202002917168656,-5.8255618846253086
59075-231,-35.201143406764686,-5.82595818341697
59080-495,-35.207973934514364,-5.859877405028191
59110-550,-35.25179063950003,-5.758309798362914
59088-750,-35.20330624101457,-5.875842036524903
59040-156,-35.20930999999996,-5.7911099999999465
59074-332,-35.257589907971024,-5.823654942598032
59136-130,-35.24777409923719,-5.724021843125031
59075-210,-35.205676952913244,-5.8260542310294525
59074-592,-35.26449345208688,-5.821541297947903
59074-450,-35.26449345208688,-5.821541297947903
59114-505,-35.2786549298459,-5.755729969011497
59139-585,-35.273294867782866,-5.729645106001072
59037-820,-35.20930999999996,-5.7911099999999465
59037-825,-35.20930999999996,-5.7911099999999465
59074-614,-35.25462489354174,-5.841739946436945
59073-213,-35.25462489354174,-5.841739946436945
59092-450,-35.17895644202907,-5.875395392836487
59065-285,-35.21665990129888,-5.834394968503339
59060-490,-35.23592125351376,-5.802436121746348
59060-495,-35.2312535307611,-5.8211205978004505
59082-045,-35.20393828136481,-5.85860114373186
59133-440,-35.242869902980914,-5.721414960325426
59025-110,-35.20728083902181,-5.7914567877045675
59139-320,-35.270399926708066,-5.736829947526574
59066-475,-35.22379279153647,-5.857925422771456
59066-437,-35.22379279153647,-5.857925422771456
59035-560,-35.22048494090349,-5.805074966421857
59078-570,-35.20001999999994,-5.847759999999938
59092-553,-35.200225299451716,-5.878392916066494
59114-221,-35.26585488359716,-5.746484960311321
59114-284,-35.26603916711939,-5.746285371187447
59020-211,-35.202609923837315,-5.792555286374147
59020-210,-35.20292134961581,-5.793133512251469
59114-258,-35.26790991670821,-5.745904974521098
59114-233,-35.26959180271029,-5.745708102944954
59072-743,-35.251119999999965,-5.829109999999957
59052-370,-35.247169999999976,-5.813899999999932
59104-257,-35.27057999999994,-5.7693899999999285
59060-215,-35.239144242418156,-5.814365678976643
59062-300,-35.23141356553155,-5.817219695123397
59075-710,-35.21635887702089,-5.822819173079039
59062-305,-35.24005262203711,-5.8137580477825495
59135-650,-35.251624926576206,-5.72780995430788
59108-230,-35.258703201005794,-5.761457112197918
59108-235,-35.258703201005794,-5.761457112197918
59132-780,-35.24124052239014,-5.736790977982652
59106-040,-35.273659902286546,-5.764634965809357
59115-525,-35.279361342682265,-5.747363769904678
59010-640,-35.20083491001317,-5.767779960654579
59070-630,-35.23065023720254,-5.824945836699243
59139-519,-35.27751999999997,-5.7226499999999305
59133-560,-35.227224398603724,-5.744194238765953
59138-840,-35.27751999999997,-5.7226499999999305
59069-140,-35.24437491560559,-5.8464999663860056
59070-510,-35.23386991826533,-5.8271499447650985
59010-730,-35.202116690811756,-5.7726376456866415
59030-205,-35.215909930512275,-5.802404953074827
59040-017,-35.23271712094768,-5.796923805193615
59070-706,-35.233329914153245,-5.831039965074062
59040-247,-35.20930999999996,-5.7911099999999465
59065-340,-35.219830449830035,-5.8407368660544465
59125-135,-35.24861490132689,-5.739214958501612
59129-500,-35.26709993149484,-5.7408599698640685
59052-380,-35.232399999999984,-5.802709999999934
59073-194,-35.24784992693357,-5.853179966031193
59020-260,-35.20068430182009,-5.795563322093523
59114-212,-35.26620989910617,-5.7495299590516495
59122-063,-35.22724999999997,-5.7474299999999525
59114-223,-35.26501074678274,-5.74671399494017
59010-340,-35.19794317164405,-5.7737883466190985
59010-345,-35.19794317164405,-5.7737883466190985
59014-525,-35.24726791035389,-5.820836125588225
59114-143,-35.27405494138321,-5.756149944270098
59082-290,-35.188146682004955,-5.865949900443307
59069-690,-35.24263999999994,-5.852799999999945
59031-100,-35.20718999999997,-5.809299999999952
59073-261,-35.252869999999966,-5.851879999999938
59063-220,-35.21881619738196,-5.825710900872908
59066-846,-35.21733999999998,-5.84490999999997
59133-093,-35.235646629720634,-5.7468970952363465
59064-715,-35.21578873724892,-5.848442915037391
59066-110,-35.215793672975074,-5.848452996876468
59114-842,-35.27548042856238,-5.763819721084055
59114-228,-35.276399495303785,-5.738993410250805
59073-096,-35.25134464283336,-5.847869471442787
59115-370,-35.2645472465106,-5.756759308669515
59115-380,-35.26505429415514,-5.7564126402613045
59030-240,-35.207839917953976,-5.7929949466106425
59122-028,-35.234913502159635,-5.754869137515158
59074-764,-35.238466544925345,-5.853984752012789
59060-430,-35.229389916746605,-5.818839958318904
59030-620,-35.20954745852689,-5.8016626962544775
59090-175,-35.17440148738189,-5.881559561496344
59074-845,-35.263456651076595,-5.837125886305692
59035-070,-35.23538492789701,-5.799410002618407
59071-230,-35.239745169559725,-5.824363642155211
59138-619,-35.26065551237708,-5.7260583536006235
59108-260,-35.252599999999966,-5.740069999999946
59114-256,-35.2808439486976,-5.731223593429508
59114-264,-35.28148994095693,-5.731784967115048
59012-143,-35.200139999999976,-5.77819999999997
59122-306,-35.224258532993886,-5.751509509767352
59122-305,-35.22560872019585,-5.751729537164308
59129-308,-35.261844782593265,-5.740024186022928
59032-350,-35.21565661893697,-5.805872189928317
59114-254,-35.263842660010994,-5.753827634642084
59074-842,-35.26259846625562,-5.836730731656378
59129-790,-35.264666162522815,-5.740106995262213
59107-035,-35.24647892701432,-5.761452398794237
59040-249,-35.22884492540213,-5.8034899485313725
59012-660,-35.200139999999976,-5.77819999999997
59110-595,-35.24969490955104,-5.761774976626867
59090-321,-35.167427548742516,-5.885997848255951
59035-080,-35.23574151201033,-5.7974177721232065
59042-030,-35.23574669504134,-5.797406459920984
59042-035,-35.23504075945458,-5.796877184061732
59035-660,-35.23327111040265,-5.798795539300243
59133-410,-35.243736865516404,-5.7209462281565
59042-140,-35.24133775492577,-5.799390432577803
59090-268,-35.190839999999966,-5.887309999999957
59114-227,-35.279973812683366,-5.744256497553008
59115-667,-35.26795488561873,-5.744704958398224
59123-600,-35.236819999999966,-5.736699999999927
59032-330,-35.215054560171275,-5.8068963200805435
59114-083,-35.26760988648404,-5.757719958553885
59031-425,-35.21661991962074,-5.803074960505158
59074-460,-35.254122864958326,-5.830230367779909
59073-191,-35.249404895701154,-5.850964964298051
59073-186,-35.249404895701154,-5.850964964298051
59112-150,-35.262934921897454,-5.756019961906612
59031-250,-35.20930999999996,-5.7911099999999465
59131-090,-35.24558231202661,-5.73136650331017
59122-160,-35.212333340483006,-5.741275751713835
59101-040,-35.24806979579426,-5.777983280620845
59122-535,-35.233692467005994,-5.743809449119308
59114-127,-35.279973812683366,-5.744256497553008
59114-128,-35.280259938575455,-5.744814949922643
59114-216,-35.27891988180528,-5.743244956593614
59090-308,-35.16891346435962,-5.8910809021457125
59074-153,-35.265759916634195,-5.824784969829388
59035-146,-35.22749086843965,-5.802836955160433
59122-644,-35.22482698021146,-5.749831234504043
59114-620,-35.28062991578162,-5.763904964907049
59114-609,-35.28062991578162,-5.763904964907049
59133-264,-35.23669616653058,-5.738571372935518
59072-817,-35.28062991578162,-5.763904964907049
59114-244,-35.25662530550268,-5.7374487482369885
59086-005,-35.21516980324347,-5.863374544525152
59131-840,-35.24944990652122,-5.732164960695506
59071-130,-35.240213348143065,-5.826149923739313
59110-260,-35.250995879085885,-5.756905993867044
59110-185,-35.24943894269667,-5.759253641944728
59071-210,-35.23829493449922,-5.825214961462294
59131-180,-35.24697378240876,-5.729995441903868
59070-708,-35.233339061907465,-5.8316894340063135
59062-560,-35.2182615375656,-5.8231658638647055
59086-280,-35.208336276433094,-5.866215880964098
59040-290,-35.21961815942275,-5.794399222725687
59139-579,-35.266817255129965,-5.719714035824847
59120-340,-35.243183415227534,-5.759952243736433
59042-280,-35.24368234687565,-5.797994473343707
59072-414,-35.24741542391285,-5.830164477395504
59133-383,-35.23659487789649,-5.742486527549229
59122-417,-35.225977187587844,-5.74934720758558
59065-170,-35.21729491428347,-5.832969961144485
59115-038,-35.28711999999996,-5.727389999999957
59012-540,-35.20443489551751,-5.779684966327473
59133-386,-35.238524892012826,-5.740194949666133
59133-385,-35.23879994416553,-5.739999944688755
59075-780,-35.211239911248555,-5.822199948980567
59114-720,-35.277979919458815,-5.759379940416262
59070-645,-35.231145470434534,-5.825955558925629
59114-305,-35.26545494108716,-5.760409941785232
59086-377,-35.215512887555775,-5.869389120379022
59086-378,-35.216119897186815,-5.868919943863957
59032-410,-35.216570758692,-5.807477368621324
59037-704,-35.20930999999996,-5.7911099999999465
59060-181,-35.247169999999976,-5.813899999999932
59074-147,-35.26674491598585,-5.821829950819647
59110-210,-35.25221383157929,-5.757971880181753
59080-050,-35.20724174094553,-5.8542187504776395
59136-110,-35.25344750141735,-5.723181334773871
59014-170,-35.192478767208684,-5.785999541936022
59014-175,-35.192478767208684,-5.785999541936022
59032-450,-35.20930999999996,-5.7911099999999465
59060-130,-35.24390992952692,-5.8140799593246015
59086-620,-35.205989110280804,-5.8648233403223875
59082-360,-35.19114511026251,-5.869917209278707
59020-390,-35.2036654047522,-5.797945087986151
59025-180,-35.208171749462366,-5.7900260091833085
59030-440,-35.209763798392046,-5.79944265009016
59132-830,-35.246104898511476,-5.7298949527227725
59070-140,-35.233884921872004,-5.822144963695736
59120-600,-35.2379838241273,-5.756019018909185
59124-180,-35.24736760764024,-5.746709561750934
59115-450,-35.26376992709178,-5.7518099624439145
59064-400,-35.21937857462779,-5.828610796232865
59120-420,-35.240687145216405,-5.7588326445919344
59124-560,-35.24704716994065,-5.743791549496932
59127-720,-35.24016579379836,-5.756181390639408
59065-080,-35.21883497647124,-5.840837566289348
59115-460,-35.26299359896006,-5.748136669660492
59090-320,-35.17032656880871,-5.8866631224850785
59035-028,-35.235631065283286,-5.800995205116219
59035-029,-35.235631065283286,-5.800995205116219
59035-020,-35.23612655137107,-5.799964148413018
59035-025,-35.2358066814714,-5.801228179779876
59035-027,-35.2358066814714,-5.801228179779876
59035-180,-35.23352747057081,-5.79942917435267
59091-030,-35.19755895134339,-5.877072716393485
59040-014,-35.23352747057081,-5.79942917435267
59122-060,-35.21179322303494,-5.743856052177698
59122-061,-35.21558461064076,-5.741074603982782
59066-470,-35.22237914467508,-5.855835995951786
59090-300,-35.16943146839849,-5.891216155711299
59123-615,-35.247945992030466,-5.7374895356973825
59052-215,-35.22997488976921,-5.812259954778598
