cep,longitude,latitude
59025-970,-35.20635996721981,-5.784740008313547
59078-971,-35.20686990036562,-5.848826641059767
59072-974,-35.240879997257565,-5.832669993784593
59080-100,-35.20576346540213,-5.8553083899634535
59088-100,-35.20414795364925,-5.867738331080355
59091-120,-35.20285760989637,-5.873308447272373
59091-900,-35.201863806713156,-5.8772242493657085
59080-245,-35.20605380842512,-5.8536191689244195
59086-105,-35.20515370411532,-5.863027147537416
59088-245,-35.20132502045881,-5.8795338340144525
59088-740,-35.201372306525585,-5.879366134266959
59082-085,-35.20572896616589,-5.856099198716942
59082-065,-35.20572655620991,-5.8561523493845895
59084-205,-35.2016724788669,-5.8778639156887476
59084-295,-35.201344623226994,-5.8794643129166
59091-010,-35.20180646098028,-5.877415602553443
59133-232,-35.237729123494454,-5.739858590726903
59080-101,-35.20603375930747,-5.852803109949996
59068-550,-35.23253538830457,-5.860285071932907
59020-110,-35.20045280320886,-5.788808988622029
59133-250,-35.23209492453937,-5.738354954281057
59133-240,-35.23232492396251,-5.738629964524241
59133-230,-35.232867028307844,-5.7386012642661886
59133-150,-35.23436989878972,-5.740914955148895
59133-370,-35.236156037189005,-5.7331658739251425
59133-190,-35.233449943006704,-5.739919960377705
59133-310,-35.23065990080622,-5.7365599697160325
59133-160,-35.23415993211519,-5.7406749603062295
59133-210,-35.23300490585761,-5.739394959872308
59133-200,-35.23322493081597,-5.739664961928347
59133-180,-35.23370492050131,-5.740194949666133
59133-140,-35.23491262642467,-5.740918780187893
59133-320,-35.23042491415069,-5.736279951285702
59133-360,-35.23156793722765,-5.7383506718251125
59133-170,-35.23394489438923,-5.740414953669728
59133-330,-35.23001496357592,-5.736181113678567
59133-270,-35.23156489489208,-5.737634948798287
59133-340,-35.23090494574555,-5.736854949843532
59133-280,-35.23134564386557,-5.7373794257524775
59133-290,-35.231125482288554,-5.737102453431772
59133-350,-35.23028675802816,-5.735479363936975
59133-260,-35.232080977327755,-5.737637756875483
59133-220,-35.23279489727354,-5.739139961422957
59091-132,-35.190839999999966,-5.887309999999957
59042-340,-35.244441812837664,-5.795854988517702
59042-342,-35.24399990925751,-5.795379954294944
59115-001,-35.281223739346984,-5.765377282222623
59115-900,-35.281223739346984,-5.765377282222623
59139-850,-35.26731876893067,-5.707553724422126
59066-455,-35.219549939604256,-5.859134952006457
59082-354,-35.189489920246174,-5.871559949997611
59030-450,-35.20961989891232,-5.799059945065098
59104-000,-35.274396130830524,-5.7679420572071365
59104-228,-35.264618809094976,-5.771637963487749
59104-212,-35.2670952718429,-5.770714180517322
59106-120,-35.274899174429024,-5.767740537592242
59114-645,-35.281223739346984,-5.765377282222623
59042-510,-35.246749885960824,-5.795724953429648
59084-160,-35.200369923934524,-5.868549966657787
59122-090,-35.20637675459415,-5.741043081707263
59071-380,-35.24035038340636,-5.820425348066803
59120-260,-35.248122224155885,-5.75464898864125
59080-590,-35.20758024534264,-5.855941030343429
59131-450,-35.24269991798451,-5.725024962204052
59114-202,-35.2712205990762,-5.755443014067511
59129-280,-35.25557519626142,-5.741145300905914
59124-080,-35.244695442766634,-5.75180987847673
59070-290,-35.23481992317122,-5.823749951470525
59037-480,-35.214871871788525,-5.802825993612295
59124-710,-35.2447361459391,-5.751833728015941
59050-255,-35.23208993730697,-5.803374948819807
59042-121,-35.27349490452255,-5.726449969562907
59037-370,-35.22457991969985,-5.804464973418256
59054-370,-35.22307989430756,-5.8064499547735045
59035-515,-35.229862945166396,-5.797939851248372
59054-375,-35.22205491327776,-5.808699950952409
59084-420,-35.19992120352358,-5.8709300100881965
59112-070,-35.257884909053274,-5.758954948167763
59035-430,-35.232399999999984,-5.802709999999934
59063-205,-35.21982989517032,-5.8257199501738475
59074-331,-35.251119999999965,-5.829109999999957
59135-620,-35.252391786169994,-5.727616561741438
59125-341,-35.242749916036956,-5.731014963579838
59124-720,-35.252174905153076,-5.740834949883088
59112-220,-35.26010992716071,-5.755729948056732
59112-400,-35.25996787895159,-5.751986657735452
59060-770,-35.24591492267601,-5.813989958639247
59112-210,-35.259209998397424,-5.7550909744094465
59092-090,-35.18027481968189,-5.877182245356338
59114-405,-35.27200489550457,-5.758344955164169
59133-300,-35.23264416752397,-5.738333465841807
59136-170,-35.24837677981668,-5.722460901039916
59042-310,-35.24261992748921,-5.794779425482723
59069-120,-35.24450994806574,-5.8473799614456325
59139-485,-35.264339938417244,-5.72646497316959
59014-015,-35.18688989579067,-5.7963949608599705
59114-004,-35.27263492125675,-5.749414959340086
59075-262,-35.201599999999985,-5.82863999999995
59135-510,-35.249414912075466,-5.729149948213781
59131-170,-35.24737392814742,-5.729575227864318
59131-410,-35.24289727489962,-5.724819121637478
59069-740,-35.242783245501656,-5.851190685002496
59066-285,-35.242783245501656,-5.851190685002496
59060-225,-35.23996117171854,-5.815531299369555
59060-220,-35.24002830122069,-5.8163992215440175
59060-221,-35.240179940704344,-5.8158399703986206
59114-265,-35.279122705224445,-5.737564729434824
59114-178,-35.27824488714256,-5.737324944109348
59065-550,-35.22052713625042,-5.834762251016585
59131-380,-35.24409919558627,-5.723618796800211
59065-540,-35.221247138065145,-5.835884868567897
59063-130,-35.2211495111671,-5.821001610001341
59069-560,-35.24263999999994,-5.852799999999945
59069-420,-35.24386491870688,-5.847974971797306
59074-451,-35.251119999999965,-5.829109999999957
59050-260,-35.22715999999997,-5.804779999999938
59042-640,-35.24613933953419,-5.797331706247393
59042-642,-35.24613933953419,-5.797331706247393
59108-090,-35.26092992874837,-5.764249964041753
59135-430,-35.25500839369728,-5.729426095802556
59122-152,-35.20573610548211,-5.7450928891947495
59070-160,-35.234059894100795,-5.8225849717029226
59074-374,-35.253493383658906,-5.82766354551245
59071-280,-35.239534911345494,-5.8235349556540825
59063-060,-35.223445530854605,-5.821268572173379
59094-090,-35.182574892035944,-5.8691599596613875
59092-295,-35.183721247155525,-5.877415368123351
59092-180,-35.18190081047703,-5.879788285837617
59129-140,-35.25449029705445,-5.74292612688741
59032-420,-35.2174823779031,-5.8066969654898175
59092-160,-35.180274939714124,-5.879624954368744
59022-050,-35.20658489559153,-5.797639966848138
59064-660,-35.21540112578077,-5.841437140026428
59122-101,-35.210506907979884,-5.743640592438544
59122-102,-35.21041055289917,-5.743702928664337
59122-100,-35.208623905958405,-5.743156606176528
59114-056,-35.28711999999996,-5.727389999999957
59022-430,-35.21612996109891,-5.789541096758332
59025-766,-35.21612996109891,-5.789541096758332
59025-764,-35.21612996109891,-5.789541096758332
59101-066,-35.24545859999731,-5.7638911923232685
59101-068,-35.245541168305614,-5.763811329963662
59040-137,-35.21612996109891,-5.789541096758332
59101-060,-35.24808450991708,-5.7776019274809345
59040-144,-35.21612996109891,-5.789541096758332
59115-280,-35.28430491931937,-5.759674953650531
59104-430,-35.28430491931937,-5.759674953650531
59025-757,-35.214418263262466,-5.786906382611233
59035-170,-35.231239884171856,-5.802381181367513
59112-060,-35.257414935742226,-5.759224950223796
59132-620,-35.244564891441065,-5.733139964627633
59114-524,-35.27965493280425,-5.748009963775061
59104-239,-35.25478234747686,-5.772837034819746
59104-218,-35.25474697552906,-5.772727483893693
59010-396,-35.196593621442574,-5.768901445682621
59073-078,-35.252884894261555,-5.848664949111949
59060-190,-35.24129352660525,-5.814875393012753
59072-710,-35.24273815968782,-5.8384250822383175
59104-230,-35.26046606005545,-5.770967747924911
59010-490,-35.196593621442574,-5.768901445682621
59125-370,-35.24235688953292,-5.74376884511514
59123-355,-35.24235688953292,-5.74376884511514
59125-360,-35.24235688953292,-5.74376884511514
59129-696,-35.262675651324905,-5.743043410741862
59074-747,-35.26576549122813,-5.832931850929771
59122-491,-35.2237449145055,-5.749334954074272
59035-335,-35.24129352660525,-5.814875393012753
59104-233,-35.26046606005545,-5.770967747924911
59060-191,-35.24129352660525,-5.814875393012753
59060-192,-35.24129352660525,-5.814875393012753
59072-744,-35.2464499395557,-5.834654954185082
59037-044,-35.20930999999996,-5.7911099999999465
59115-190,-35.282314929776966,-5.760714959241781
59090-317,-35.17057515794321,-5.8881467822534574
59010-282,-35.19962463446993,-5.773938489548041
59084-450,-35.20012253224797,-5.871893254494884
59010-280,-35.198398320401395,-5.775072625734848
59010-288,-35.199358627174554,-5.7741929341997675
59073-107,-35.25194490572993,-5.848184959426613
59068-730,-35.233939949066354,-5.856729953483082
59073-183,-35.233939949066354,-5.856729953483082
59070-110,-35.234366190013745,-5.8292646714409
59010-300,-35.19930402662032,-5.771831626200641
59010-305,-35.199699894318854,-5.771539943840289
59068-830,-35.234754879602605,-5.854554954382849
59060-715,-35.247169999999976,-5.813899999999932
59072-314,-35.251119999999965,-5.829109999999957
59072-360,-35.24870718838572,-5.817900832258825
59072-550,-35.243494541170705,-5.8312153223223415
59070-270,-35.235739920863764,-5.823279957204728
59067-320,-35.232524916172274,-5.867864955620775
59108-490,-35.264399910934465,-5.761029951163117
59115-614,-35.287644940096726,-5.7566199594906555
59073-105,-35.24688491842099,-5.847379961445639
59122-096,-35.23249780760189,-5.7532143653789785
59040-030,-35.21179680685865,-5.791057234741897
59040-035,-35.21180493534162,-5.791349956202952
59037-110,-35.22479990274869,-5.797924972510862
59065-110,-35.217701051905955,-5.838318683721732
59073-279,-35.252869999999966,-5.851879999999938
59122-020,-35.2036134257528,-5.750548234705334
59076-700,-35.207406409006026,-5.834372160607827
59115-698,-35.28711999999996,-5.727389999999957
59040-145,-35.20930999999996,-5.7911099999999465
59064-640,-35.21347993296269,-5.842849961874473
59050-390,-35.24841836216878,-5.827931304322733
59056-374,-35.19764586498119,-5.8163812223220885
59056-375,-35.197698476229604,-5.816323819119258
59054-590,-35.2123258057026,-5.810297811374438
59035-015,-35.22796657289409,-5.804293724038169
59051-000,-35.2279989774786,-5.804567629119964
59032-445,-35.22178942654231,-5.806571083957388
59032-900,-35.2148800041596,-5.809069991022852
59054-000,-35.22155676314362,-5.806911199581027
59022-385,-35.2120363893084,-5.810106227401112
59056-045,-35.20470001511495,-5.8130899936953
59015-450,-35.201185254407285,-5.814077271456478
59015-900,-35.201329261111134,-5.8140254266288975
59050-490,-35.23066492994811,-5.803694948928291
59065-720,-35.216522097923345,-5.837381617381804
59088-165,-35.20728989746762,-5.871419951259817
59136-060,-35.27751999999997,-5.7226499999999305
59114-106,-35.27020991093954,-5.757074971104545
59114-162,-35.27011993120897,-5.7526749538968645
59091-135,-35.200225299451716,-5.878392916066494
59054-690,-35.211426816415184,-5.810926322483237
59054-695,-35.2115004524675,-5.810999785269041
59064-255,-35.22568650050854,-5.83083331166901
59060-230,-35.23910577257228,-5.816151596724308
59060-231,-35.23947678940854,-5.817538913038813
59124-570,-35.24734813877214,-5.743347948661048
59050-246,-35.247169999999976,-5.813899999999932
59050-270,-35.232399999999984,-5.802709999999934
59123-580,-35.244190677525815,-5.738948742772796
59112-410,-35.258467523851536,-5.751035988897643
59115-625,-35.28176135952583,-5.744714251429633
59123-505,-35.24037975898344,-5.739845381045577
59073-247,-35.25568994006872,-5.8537599518214165
59114-174,-35.265889919952436,-5.754129968469094
59010-375,-35.25568994006872,-5.8537599518214165
59072-353,-35.251119999999965,-5.829109999999957
59114-271,-35.26388862266324,-5.754391185824468
59114-250,-35.26793447995112,-5.750611880232867
59115-725,-35.27126029296951,-5.747414693607572
59114-309,-35.27393998358116,-5.74458000517663
59114-255,-35.27734990943099,-5.740979956808026
59060-785,-35.24498490860918,-5.814494968305567
59070-180,-35.234864892081774,-5.821294975849477
59074-364,-35.234864892081774,-5.821294975849477
59062-725,-35.23546512267141,-5.810585451804018
59042-330,-35.243967664828894,-5.796020101546644
59010-410,-35.19679990373403,-5.771764947926513
59062-720,-35.23558493947404,-5.8108499510264275
59042-332,-35.24441992642565,-5.796504952384398
59060-174,-35.23558493947404,-5.8108499510264275
59090-573,-35.17537990825967,-5.890029955604128
59108-190,-35.264459925361194,-5.762719973345625
59124-730,-35.24846494907908,-5.745769963015697
59084-430,-35.19886051570968,-5.8707202150793485
59072-020,-35.24439168685412,-5.824484235428322
59139-030,-35.26444990898689,-5.730749948756182
59064-747,-35.212253575901094,-5.843519670600733
59074-124,-35.26629489160436,-5.8239099620021415
59014-420,-35.190199496169356,-5.792320496526142
59114-045,-35.26516992347624,-5.754139514935478
59040-305,-35.21294491608299,-5.794439944808572
59037-195,-35.21294491608299,-5.794439944808572
59031-460,-35.272326624846684,-5.744391089632171
59074-412,-35.2546695222068,-5.83052545334152
59035-828,-35.27241105317604,-5.744313219209838
59074-410,-35.251894949587005,-5.830744963991799
59074-562,-35.26579556948537,-5.838430374720888
59014-272,-35.18264999999997,-5.799579999999932
59071-520,-35.242046520807364,-5.823282749422952
59114-611,-35.26910899318805,-5.741109802012295
59010-420,-35.19610793795235,-5.771762037121508
59060-302,-35.228199896043265,-5.8209149403594935
59114-203,-35.27280490625314,-5.744824945342183
59012-070,-35.20398491304553,-5.7768599506359815
59106-025,-35.269424903797656,-5.764319952933271
59074-411,-35.2521498851721,-5.830174952666353
59010-425,-35.20398491304553,-5.7768599506359815
59060-610,-35.228199896043265,-5.8209149403594935
59050-280,-35.232399999999984,-5.802709999999934
59114-219,-35.266384913244465,-5.748579954145748
59060-157,-35.241556756000634,-5.8150287901762505
59052-080,-35.2370210080852,-5.81098450138171
59060-144,-35.2370210080852,-5.81098450138171
59060-145,-35.2370210080852,-5.81098450138171
59052-075,-35.2370210080852,-5.81098450138171
59060-146,-35.24180494027297,-5.814844954672665
59084-140,-35.19994994867591,-5.868949972032085
59112-530,-35.25817589682865,-5.748949150203003
59131-715,-35.24084990622515,-5.724119968118195
59062-630,-35.23213999999996,-5.816599999999938
59084-130,-35.199534918740184,-5.869329965612537
59104-336,-35.27057999999994,-5.7693899999999285
59114-048,-35.28711999999996,-5.727389999999957
59114-091,-35.267719898963215,-5.756424954513285
59040-130,-35.21542493180479,-5.7920595071721825
59084-170,-35.20078468019033,-5.868175487232188
59074-148,-35.267117921362164,-5.821883977915842
59032-487,-35.210499048750656,-5.79632035807914
59032-575,-35.206805336387674,-5.812893770426839
59062-640,-35.22674994891726,-5.818208656181213
59114-281,-35.28711999999996,-5.727389999999957
59115-634,-35.26822993777144,-5.746274972682017
59114-031,-35.28711999999996,-5.727389999999957
59064-743,-35.212034934764745,-5.848214966639973
59122-800,-35.236819999999966,-5.736699999999927
59124-530,-35.24564934814409,-5.747700728826178
59092-544,-35.190839999999966,-5.887309999999957
59054-330,-35.21929244696429,-5.809056097826492
59054-335,-35.21949943493087,-5.809082785180667
59072-000,-35.24524101444007,-5.823552468726728
59010-060,-35.194830378156816,-5.779758453232878
59139-532,-35.27751999999997,-5.7226499999999305
59132-610,-35.244449891729495,-5.732819943564394
59052-320,-35.22715999999997,-5.804779999999938
59030-060,-35.21294491608299,-5.794439944808572
59080-380,-35.20941017847061,-5.857548447136445
59070-704,-35.23297032602239,-5.831896423437557
59075-105,-35.201599999999985,-5.82863999999995
59069-070,-35.24518490081894,-5.84973494096181
59084-120,-35.19912491794635,-5.869724941844923
59056-520,-35.197758048251465,-5.8175893728182295
59114-041,-35.28711999999996,-5.727389999999957
59073-352,-35.252869999999966,-5.851879999999938
